Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Set,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
FDG50,7.405,0.015302764,1,OUT045,18,0,1,2189.1504,train,0,1,0,0
FDO36,19.7,0.136417078,3,OUT019,35,0,2,179.766,train,1,0,0,0
NCW42,18.2,0.058707159,4,OUT018,11,1,0,3094.6384,train,0,0,1,0
NCH18,9.3,0.074753743,4,OUT010,22,0,0,982.7208,train,1,0,0,0
FDY59,8.195,0.031251369,1,OUT027,35,1,0,1018.0082,train,0,0,0,1
NCO42,21.25,0.024705597,3,OUT045,18,0,1,1603.9122,train,0,1,0,0
FDM45,8.655,0.088693595,2,OUT017,13,0,1,2181.1608,train,0,1,0,0
NCV29,11.8,0.038235337,3,OUT010,22,0,0,711.0744,train,1,0,0,0
FDT08,13.65,0.048980156,3,OUT027,35,1,0,2996.1,train,0,0,0,1
NCQ43,17.75,0.194874778,2,OUT019,35,0,2,218.3824,train,1,0,0,0
NCA54,16.5,0.036611104,3,OUT013,33,2,0,3247.7724,train,0,1,0,0
FDW55,12.6,0.0,4,OUT035,16,0,1,6723.2484,train,0,1,0,0
FDI10,8.51,0.07802465,3,OUT027,35,1,0,3448.844,train,0,0,0,1
NCS53,14.5,0.157190017,3,OUT019,35,0,2,316.9208,train,1,0,0,0
FDZ35,9.6,0.022170592,2,OUT027,35,1,0,3199.169,train,0,0,0,1
FDF10,15.5,0.156797787,3,OUT013,33,2,0,3972.8286,train,0,1,0,0
FDO38,17.25,0.07325106,1,OUT017,13,0,1,778.986,train,0,1,0,0
FDY45,17.5,0.026289984,4,OUT017,13,0,1,3815.034,train,0,1,0,0
FDC40,16.0,0.065328932,1,OUT018,11,1,0,1791.6678,train,0,0,1,0
NCO54,19.5,0.014296484,1,OUT049,21,1,2,1436.7964,train,0,1,0,0
FDQ14,9.27,0.062038986,3,OUT018,11,1,0,1797.66,train,0,0,1,0
FDM10,18.25,0.075908374,4,OUT013,33,2,0,3846.9924,train,0,1,0,0
DRK23,8.395,0.072383777,4,OUT017,13,0,1,7084.112,train,0,1,0,0
NCR17,9.8,0.024363026,2,OUT013,33,2,0,2085.2856,train,0,1,0,0
FDG31,12.15,0.066351687,1,OUT019,35,0,2,193.7478,train,1,0,0,0
FDH02,7.27,0.020823289,1,OUT045,18,0,1,996.0368,train,0,1,0,0
DRH37,17.6,0.041851756,3,OUT017,13,0,1,3124.5994,train,0,1,0,0
DRC36,13.0,0.045239326,3,OUT017,13,0,1,4377.635,train,0,1,0,0
FDB56,8.75,0.074778547,4,OUT045,18,0,1,3567.3564,train,0,1,0,0
NCK54,12.15,0.029583249,2,OUT045,18,0,1,1048.635,train,0,1,0,0
NCQ17,10.3,0.0,3,OUT013,33,2,0,2816.334,train,0,1,0,0
FDM13,6.425,0.063432676,2,OUT018,11,1,0,524.6504,train,0,0,1,0
FDT44,16.6,0.103406065,2,OUT018,11,1,0,1178.466,train,0,0,1,0
FDO28,5.765,0.126585095,2,OUT019,35,0,2,120.5098,train,1,0,0,0
NCK07,10.65,0.04896208,3,OUT017,13,0,1,3946.8624,train,0,1,0,0
NCP05,19.6,0.025286583,3,OUT046,23,0,2,1366.2216,train,0,1,0,0
FDX11,16.0,0.106752081,3,OUT046,23,0,2,1090.5804,train,0,1,0,0
FDS52,8.89,0.005485618,2,OUT045,18,0,1,607.2096,train,0,1,0,0
FDB14,20.25,0.102932246,1,OUT045,18,0,1,1304.968,train,0,1,0,0
NCY06,15.25,0.060888514,2,OUT027,35,1,0,1565.9616,train,0,0,0,1
FDS45,5.175,0.029662795,2,OUT017,13,0,1,2328.9684,train,0,1,0,0
DRF23,4.61,0.0,3,OUT046,23,0,2,1221.0772,train,0,1,0,0
FDD33,12.85,0.0,4,OUT027,35,1,0,6970.926,train,0,0,0,1
NCA53,11.395,0.009918699,1,OUT018,11,1,0,777.6544,train,0,0,1,0
FDC46,17.7,0.116520447,4,OUT035,16,0,1,2950.8256,train,0,1,0,0
NCW41,18.0,0.015447454,3,OUT035,16,0,1,3961.51,train,0,1,0,0
FDZ39,19.7,0.018098194,2,OUT018,11,1,0,309.597,train,0,0,1,0
FDE51,5.925,0.097012989,1,OUT017,13,0,1,758.3462,train,0,1,0,0
FDG32,19.85,0.17514326,4,OUT027,35,1,0,9562.2196,train,0,0,0,1
NCK07,10.65,0.048785427,3,OUT045,18,0,1,1644.526,train,0,1,0,0
NCQ41,14.8,0.019476708,4,OUT035,16,0,1,3901.588,train,0,1,0,0
FDL36,15.1,0.076229769,1,OUT045,18,0,1,1617.894,train,0,1,0,0
FDQ26,13.5,0.0,1,OUT049,21,1,2,711.0744,train,0,1,0,0
FDR02,16.7,0.022190488,2,OUT017,13,0,1,3335.658,train,0,1,0,0
FDV59,13.35,0.0,4,OUT018,11,1,0,3265.749,train,0,0,1,0
FDZ33,10.195,0.0,3,OUT010,22,0,0,739.038,train,1,0,0,0
NCT41,15.7,0.05610384,3,OUT045,18,0,1,2580.6408,train,0,1,0,0
FDB17,13.15,0.061381589,3,OUT010,22,0,0,181.0976,train,1,0,0,0
FDN44,13.15,0.022795611,3,OUT046,23,0,2,1597.92,train,0,1,0,0
FDE45,12.1,0.040323731,3,OUT013,33,2,0,4656.6052,train,0,1,0,0
FDG47,12.8,0.070012633,4,OUT017,13,0,1,2885.5772,train,0,1,0,0
NCP02,7.105,0.044591774,1,OUT027,35,1,0,2192.4794,train,0,0,0,1
FDW02,4.805,0.037699423,2,OUT046,23,0,2,3880.2824,train,0,1,0,0
NCM53,18.75,0.052040915,2,OUT046,23,0,2,2024.032,train,0,1,0,0
FDD47,7.6,0.142292265,3,OUT013,33,2,0,3238.4512,train,0,1,0,0
FDE28,9.5,0.132521929,4,OUT035,16,0,1,4146.6024,train,0,1,0,0
FDV12,16.7,0.061122656,2,OUT018,11,1,0,2463.46,train,0,0,1,0
FDE36,5.26,0.041942549,3,OUT018,11,1,0,2293.0152,train,0,0,1,0
FDU45,15.6,0.035506142,2,OUT046,23,0,2,3301.7022,train,0,1,0,0
FDP28,13.65,0.080573371,4,OUT013,33,2,0,3914.904,train,0,1,0,0
FDH33,12.85,0.121972274,1,OUT045,18,0,1,703.0848,train,0,1,0,0
FDO44,12.6,0.087436672,2,OUT035,16,0,1,663.1368,train,0,1,0,0
FDR07,21.35,0.136119549,2,OUT019,35,0,2,190.4188,train,1,0,0,0
FDJ45,17.75,0.073396761,1,OUT035,16,0,1,830.9184,train,0,1,0,0
FDS59,14.8,0.073468631,2,OUT010,22,0,0,329.571,train,1,0,0,0
FDU34,18.25,0.075132353,2,OUT013,33,2,0,2365.5874,train,0,1,0,0
NCL06,14.65,0.120624771,4,OUT010,22,0,0,523.3188,train,1,0,0,0
FDR37,16.5,0.110888167,3,OUT010,22,0,0,1094.5752,train,1,0,0,0
NCM53,18.75,0.052252908,2,OUT018,11,1,0,1704.448,train,0,0,1,0
DRG25,10.5,0.019046089,4,OUT035,16,0,1,2237.088,train,0,1,0,0
DRE25,15.35,0.073397129,1,OUT049,21,1,2,2609.936,train,0,1,0,0
FDZ45,14.1,0.067011609,4,OUT045,18,0,1,2182.4924,train,0,1,0,0
NCV53,8.27,0.031490111,4,OUT010,22,0,0,719.064,train,1,0,0,0
FDR55,12.15,0.132621594,4,OUT018,11,1,0,3781.744,train,0,0,1,0
FDS47,16.75,0.0,1,OUT027,35,1,0,1845.5976,train,0,0,0,1
DRG27,8.895,0.105110692,1,OUT046,23,0,2,690.4346,train,0,1,0,0
FDA02,14.0,0.02976887,3,OUT049,21,1,2,1300.3074,train,0,1,0,0
FDF45,18.2,0.012229464,1,OUT045,18,0,1,1406.1696,train,0,1,0,0
FDZ58,17.85,0.052176861,2,OUT046,23,0,2,857.5504,train,0,1,0,0
NCH30,17.1,0.06725846,2,OUT049,21,1,2,2490.092,train,0,1,0,0
FDN03,9.8,0.025257508,4,OUT010,22,0,0,751.0224,train,1,0,0,0
FDH12,9.6,0.085085743,2,OUT049,21,1,2,1065.28,train,0,1,0,0
NCH54,13.5,0.12163321,3,OUT010,22,0,0,159.792,train,1,0,0,0
DRH01,17.5,0.098102581,3,OUT045,18,0,1,4344.345,train,0,1,0,0
FDX01,10.1,0.024047319,2,OUT027,35,1,0,1980.755,train,0,0,0,1
FDD34,7.945,0.01596609,3,OUT017,13,0,1,1794.331,train,0,1,0,0
FDC53,8.68,0.008792907,2,OUT027,35,1,0,2956.152,train,0,0,0,1
FDO28,5.765,0.072238195,2,OUT013,33,2,0,1687.1372,train,0,1,0,0
DRJ51,14.1,0.08849163,4,OUT017,13,0,1,7602.1044,train,0,1,0,0
FDD14,20.7,0.170500183,3,OUT018,11,1,0,1659.8394,train,0,0,1,0
FDW35,10.6,0.011134397,1,OUT018,11,1,0,167.7816,train,0,0,1,0
NCH18,9.3,0.044730667,4,OUT049,21,1,2,2456.802,train,0,1,0,0
FDK20,12.6,0.04179272,2,OUT017,13,0,1,1347.5792,train,0,1,0,0
FDY47,8.6,0.054484461,2,OUT046,23,0,2,1557.972,train,0,1,0,0
FDG32,19.85,0.175849067,4,OUT013,33,2,0,2001.3948,train,0,1,0,0
FDC20,10.65,0.024069113,1,OUT018,11,1,0,559.272,train,0,0,1,0
NCS29,9.0,0.06953231,4,OUT035,16,0,1,6624.71,train,0,1,0,0
FDG53,10.0,0.045848263,2,OUT035,16,0,1,2237.088,train,0,1,0,0
FDV26,20.25,0.076160451,4,OUT046,23,0,2,2731.1116,train,0,1,0,0
FDE40,15.6,0.099704558,1,OUT017,13,0,1,1300.3074,train,0,1,0,0
FDM02,12.5,0.073735058,1,OUT046,23,0,2,1657.1762,train,0,1,0,0
FDU11,4.785,0.0931174,2,OUT017,13,0,1,361.5294,train,0,1,0,0
FDB51,6.92,0.038446805,1,OUT035,16,0,1,751.0224,train,0,1,0,0
FDQ03,15.0,0.078172471,4,OUT045,18,0,1,3555.372,train,0,1,0,0
DRK35,8.365,0.071992202,1,OUT045,18,0,1,986.7156,train,0,1,0,0
FDZ32,7.785,0.038210084,2,OUT045,18,0,1,946.7676,train,0,1,0,0
FDU38,10.8,0.0824812,4,OUT013,33,2,0,2492.7552,train,0,1,0,0
DRM11,6.57,0.066069578,4,OUT046,23,0,2,4165.2448,train,0,1,0,0
FDS36,8.38,0.046848322,2,OUT013,33,2,0,3844.995,train,0,1,0,0
FDO52,11.6,0.077164595,3,OUT046,23,0,2,2566.659,train,0,1,0,0
FDA04,11.3,0.066833743,4,OUT049,21,1,2,2330.9658,train,0,1,0,0
NCE31,7.67,0.185596553,1,OUT018,11,1,0,69.2432,train,0,0,1,0
FDC33,8.96,0.068925304,4,OUT035,16,0,1,2759.0752,train,0,1,0,0
FDS33,6.67,0.12367891,1,OUT045,18,0,1,885.514,train,0,1,0,0
NCJ05,18.7,0.046348967,3,OUT017,13,0,1,1677.1502,train,0,1,0,0
FDN51,17.85,0.021065311,4,OUT017,13,0,1,6002.8528,train,0,1,0,0
FDZ10,17.85,0.077849833,2,OUT019,35,0,2,506.008,train,1,0,0,0
NCQ30,7.725,0.029236727,2,OUT017,13,0,1,1340.2554,train,0,1,0,0
FDL09,19.6,0.127929521,3,OUT013,33,2,0,3691.1952,train,0,1,0,0
FDU03,18.7,0.091560606,3,OUT035,16,0,1,3831.0132,train,0,1,0,0
FDQ32,17.85,0.081605462,2,OUT019,35,0,2,371.5164,train,1,0,0,0
FDI38,13.35,0.014626901,4,OUT046,23,0,2,3520.0846,train,0,1,0,0
FDE36,5.26,0.041837331,3,OUT049,21,1,2,5077.3908,train,0,1,0,0
FDY02,8.945,0.088002959,4,OUT018,11,1,0,1840.937,train,0,0,1,0
NCA17,20.6,0.04551031,3,OUT045,18,0,1,894.8352,train,0,1,0,0
DRJ25,14.6,0.150801606,1,OUT049,21,1,2,1231.73,train,0,1,0,0
FDI26,5.94,0.03495749,3,OUT045,18,0,1,2854.9504,train,0,1,0,0
FDT50,6.75,0.108458498,2,OUT045,18,0,1,958.752,train,0,1,0,0
FDR02,16.7,0.022155562,2,OUT018,11,1,0,1000.6974,train,0,0,1,0
NCY05,13.5,0.055301055,1,OUT017,13,0,1,317.5866,train,0,1,0,0
FDI50,8.42,0.030816999,4,OUT013,33,2,0,3435.528,train,0,1,0,0
FDW56,7.68,0.0711891,4,OUT018,11,1,0,5772.486,train,0,0,1,0
FDS32,17.75,0.029821648,2,OUT017,13,0,1,1123.8704,train,0,1,0,0
FDT48,4.92,0.046142232,4,OUT018,11,1,0,4761.8016,train,0,0,1,0
FDU57,8.27,0.089735804,3,OUT045,18,0,1,2708.4744,train,0,1,0,0
FDL51,20.7,0.04745185,4,OUT013,33,2,0,3001.4264,train,0,1,0,0
FDO52,11.6,0.077150004,3,OUT035,16,0,1,1882.2166,train,0,1,0,0
FDS57,15.5,0.181114059,2,OUT019,35,0,2,429.441,train,1,0,0,0
FDR22,19.35,0.018562604,2,OUT046,23,0,2,1565.9616,train,0,1,0,0
FDB57,20.25,0.018789455,4,OUT013,33,2,0,3113.2808,train,0,1,0,0
FDA04,11.3,0.066674465,4,OUT013,33,2,0,5179.924,train,0,1,0,0
FDM09,11.15,0.143831787,3,OUT010,22,0,0,169.779,train,1,0,0,0
NCQ38,16.35,0.023402893,2,OUT019,35,0,2,213.056,train,1,0,0,0
FDP52,18.7,0.070979698,4,OUT018,11,1,0,1607.907,train,0,0,1,0
DRK11,8.21,0.018847114,3,OUT019,35,0,2,447.4176,train,1,0,0,0
FDN40,5.88,0.086945823,3,OUT017,13,0,1,3691.1952,train,0,1,0,0
FDV58,20.85,0.121438886,4,OUT049,21,1,2,1565.9616,train,0,1,0,0
DRA59,8.27,0.0,3,OUT017,13,0,1,2406.2012,train,0,1,0,0
FDE23,17.6,0.053288857,1,OUT045,18,0,1,605.878,train,0,1,0,0
FDI08,18.2,0.066431507,4,OUT045,18,0,1,4233.1564,train,0,1,0,0
FDE09,8.775,0.037824735,2,OUT019,35,0,2,331.5684,train,1,0,0,0
FDG09,20.6,0.047936284,3,OUT046,23,0,2,3942.8676,train,0,1,0,0
FDS57,15.5,0.103356186,3,OUT013,33,2,0,1574.617,train,0,1,0,0
FDW15,15.35,0.055067732,3,OUT013,33,2,0,2375.5744,train,0,1,0,0
FDH56,9.8,0.063916425,2,OUT049,21,1,2,2780.3808,train,0,1,0,0
FDM36,11.65,0.059063036,3,OUT017,13,0,1,1379.5376,train,0,1,0,0
NCQ38,16.35,0.013442036,2,OUT017,13,0,1,1065.28,train,0,1,0,0
DRE48,8.43,0.01724183,4,OUT027,35,1,0,8868.456,train,0,0,0,1
FDP33,18.7,0.089777214,4,OUT017,13,0,1,5369.0112,train,0,1,0,0
FDI33,16.5,0.028418817,1,OUT046,23,0,2,2097.9358,train,0,1,0,0
FDO16,5.48,0.015108194,1,OUT046,23,0,2,1165.15,train,0,1,0,0
FDW34,9.6,0.035780385,4,OUT017,13,0,1,3645.255,train,0,1,0,0
FDM22,14.0,0.073462632,1,OUT019,35,0,2,53.264,train,1,0,0,0
NCO07,9.06,0.009816092,4,OUT018,11,1,0,3621.952,train,0,0,1,0
FDC44,15.6,0.172946916,2,OUT045,18,0,1,1821.6288,train,0,1,0,0
DRB48,16.75,0.024892129,1,OUT049,21,1,2,589.233,train,0,1,0,0
NCV29,11.8,0.022824491,3,OUT013,33,2,0,3022.0662,train,0,1,0,0
FDE28,9.5,0.0,4,OUT013,33,2,0,5759.17,train,0,1,0,0
FDP49,9.0,0.069229076,1,OUT045,18,0,1,386.8298,train,0,1,0,0
FDX59,10.195,0.051766042,1,OUT045,18,0,1,441.4254,train,0,1,0,0
FDN60,15.1,0.095140088,3,OUT035,16,0,1,2852.2872,train,0,1,0,0
DRC36,13.0,0.044976367,3,OUT035,16,0,1,1225.7378,train,0,1,0,0
FDE02,8.71,0.212293753,1,OUT019,35,0,2,469.389,train,1,0,0,0
NCU29,7.685,0.025354072,3,OUT027,35,1,0,3661.9,train,0,0,0,1
NCQ17,10.3,0.195721125,3,OUT010,22,0,0,312.926,train,1,0,0,0
DRD12,6.96,0.077508015,1,OUT018,11,1,0,1094.5752,train,0,0,1,0
FDV45,16.75,0.045009952,4,OUT013,33,2,0,2440.8228,train,0,1,0,0
FDZ02,6.905,0.037962696,2,OUT027,35,1,0,978.726,train,0,0,0,1
FDW26,11.8,0.187443314,4,OUT019,35,0,2,444.7544,train,1,0,0,0
FDN40,5.88,0.086384841,3,OUT013,33,2,0,2153.1972,train,0,1,0,0
FDR19,13.5,0.158947217,3,OUT027,35,1,0,5978.2182,train,0,0,0,1
FDD50,18.85,0.141615436,3,OUT035,16,0,1,1860.2452,train,0,1,0,0
NCD18,16.0,0.0,4,OUT046,23,0,2,1612.5676,train,0,1,0,0
FDA34,11.5,0.01484819,3,OUT013,33,2,0,2077.296,train,0,1,0,0
FDR33,7.31,0.026843265,2,OUT045,18,0,1,1208.427,train,0,1,0,0
FDD39,16.7,0.070154899,4,OUT046,23,0,2,5193.24,train,0,1,0,0
FDR13,9.895,0.028765486,2,OUT049,21,1,2,1274.3412,train,0,1,0,0
FDA39,6.32,0.012656359,1,OUT027,35,1,0,1021.3372,train,0,0,0,1
FDN01,8.895,0.0,3,OUT046,23,0,2,1235.059,train,0,1,0,0
FDU04,7.93,0.005547386,2,OUT035,16,0,1,1340.2554,train,0,1,0,0
FDV10,7.645,0.0,1,OUT045,18,0,1,852.224,train,0,1,0,0
NCB30,14.6,0.02575512,4,OUT045,18,0,1,3769.7596,train,0,1,0,0
FDB38,19.5,0.027214272,3,OUT027,35,1,0,3515.424,train,0,0,0,1
FDB22,8.02,0.111666665,3,OUT045,18,0,1,1230.3984,train,0,1,0,0
NCS30,5.945,0.093026207,2,OUT046,23,0,2,516.6608,train,0,1,0,0
FDK14,6.98,0.041189152,1,OUT045,18,0,1,818.934,train,0,1,0,0
DRJ35,10.1,0.046584552,1,OUT046,23,0,2,1272.3438,train,0,1,0,0
FDX19,19.1,0.097280981,4,OUT017,13,0,1,5375.0034,train,0,1,0,0
FDX60,14.35,0.080922439,1,OUT018,11,1,0,1278.336,train,0,0,1,0
FDS01,11.6,0.017780986,3,OUT045,18,0,1,1777.686,train,0,1,0,0
NCT41,15.7,0.055979703,3,OUT035,16,0,1,1062.6168,train,0,1,0,0
DRE27,11.85,0.132645493,2,OUT035,16,0,1,1174.4712,train,0,1,0,0
FDY45,17.5,0.026182758,4,OUT049,21,1,2,5086.712,train,0,1,0,0
FDB56,8.75,0.0,4,OUT027,35,1,0,4693.89,train,0,0,0,1
FDS36,8.38,0.04688734,2,OUT046,23,0,2,2966.139,train,0,1,0,0
FDF59,12.5,0.071354774,2,OUT049,21,1,2,2530.04,train,0,1,0,0
FDD11,12.85,0.0,4,OUT035,16,0,1,2530.04,train,0,1,0,0
FDY40,15.5,0.086320509,1,OUT017,13,0,1,985.384,train,0,1,0,0
FDA13,15.85,0.137539574,1,OUT019,35,0,2,37.9506,train,1,0,0,0
NCX42,6.36,0.010467749,3,OUT019,35,0,2,822.263,train,1,0,0,0
FDJ46,11.1,0.044814962,3,OUT035,16,0,1,4027.4242,train,0,1,0,0
FDH05,14.35,0.090913642,4,OUT046,23,0,2,3243.7776,train,0,1,0,0
NCP50,17.35,0.020559846,1,OUT046,23,0,2,1288.9888,train,0,1,0,0
FDF28,15.7,0.037681359,2,OUT027,35,1,0,3859.6426,train,0,0,0,1
FDN60,15.1,0.095545715,3,OUT018,11,1,0,4436.8912,train,0,0,1,0
FDD29,12.15,0.018395194,4,OUT013,33,2,0,6088.0752,train,0,1,0,0
FDG58,10.695,0.087272074,3,OUT017,13,0,1,2025.3636,train,0,1,0,0
FDV15,10.3,0.145464606,2,OUT027,35,1,0,2596.62,train,0,0,0,1
FDV04,7.825,0.149890395,3,OUT013,33,2,0,1257.0304,train,0,1,0,0
DRJ23,18.35,0.041634206,4,OUT013,33,2,0,3781.744,train,0,1,0,0
FDA11,7.75,0.043029436,2,OUT027,35,1,0,1701.7848,train,0,0,0,1
FDX16,17.85,0.06594351,3,OUT045,18,0,1,4643.955,train,0,1,0,0
NCA41,16.75,0.032637373,4,OUT049,21,1,2,3463.4916,train,0,1,0,0
FDP36,10.395,0.091096531,1,OUT013,33,2,0,2226.4352,train,0,1,0,0
FDK16,9.065,0.115307979,2,OUT035,16,0,1,856.8846,train,0,1,0,0
FDD34,7.945,0.015873285,3,OUT035,16,0,1,2773.057,train,0,1,0,0
FDI56,7.325,0.156307983,1,OUT010,22,0,0,91.2146,train,1,0,0,0
NCO18,13.15,0.024790707,3,OUT017,13,0,1,3910.9092,train,0,1,0,0
FDB46,10.5,0.093746136,4,OUT035,16,0,1,4869.6612,train,0,1,0,0
FDN38,6.615,0.092158377,4,OUT045,18,0,1,3254.4304,train,0,1,0,0
FDW47,15.0,0.046469277,2,OUT045,18,0,1,1340.2554,train,0,1,0,0
FDQ08,15.7,0.033144603,1,OUT019,35,0,2,61.2536,train,1,0,0,0
FDR44,6.11,0.102901425,2,OUT035,16,0,1,1435.4648,train,0,1,0,0
DRH23,14.65,0.170663661,1,OUT045,18,0,1,1436.7964,train,0,1,0,0
FDX01,10.1,0.024213342,2,OUT045,18,0,1,1281.665,train,0,1,0,0
FDB05,5.155,0.08279545,4,OUT027,35,1,0,4705.8744,train,0,0,0,1
FDR08,18.7,0.037622954,2,OUT046,23,0,2,1334.2632,train,0,1,0,0
FDZ36,6.035,0.066155883,3,OUT017,13,0,1,4660.6,train,0,1,0,0
FDI05,8.35,0.126869718,1,OUT046,23,0,2,1128.531,train,0,1,0,0
FDF24,15.5,0.025409912,1,OUT049,21,1,2,1883.5482,train,0,1,0,0
FDZ48,17.75,0.076389281,2,OUT017,13,0,1,1118.544,train,0,1,0,0
DRL37,15.5,0.053113721,1,OUT027,35,1,0,1211.756,train,0,0,0,1
FDM10,18.25,0.07595723,4,OUT035,16,0,1,1282.3308,train,0,1,0,0
FDP11,15.85,0.120986139,4,OUT019,35,0,2,435.4332,train,1,0,0,0
FDQ04,6.4,0.084885375,1,OUT049,21,1,2,701.7532,train,0,1,0,0
FDR49,8.71,0.139795569,1,OUT018,11,1,0,910.8144,train,0,0,1,0
FDD35,12.15,0.02573918,2,OUT027,35,1,0,3954.852,train,0,0,0,1
FDH41,9.0,0.143591586,4,OUT019,35,0,2,430.1068,train,1,0,0,0
FDO34,17.7,0.029999653,3,OUT045,18,0,1,2013.3792,train,0,1,0,0
FDL45,15.6,0.037901015,2,OUT017,13,0,1,1877.556,train,0,1,0,0
NCC19,6.57,0.096799953,4,OUT013,33,2,0,4247.804,train,0,1,0,0
FDY10,17.6,0.048830264,2,OUT027,35,1,0,2404.8696,train,0,0,0,1
NCV29,11.8,0.022879017,3,OUT049,21,1,2,533.3058,train,0,1,0,0
FDC22,6.89,0.136314863,4,OUT013,33,2,0,2703.148,train,0,1,0,0
NCP42,8.51,0.016143389,4,OUT045,18,0,1,2324.9736,train,0,1,0,0
NCX17,21.25,0.114246019,4,OUT017,13,0,1,3029.39,train,0,1,0,0
NCO26,7.235,0.076975118,2,OUT049,21,1,2,2664.5316,train,0,1,0,0
FDU45,15.6,0.06216667,2,OUT019,35,0,2,683.1108,train,1,0,0,0
FDR34,17.0,0.01599013,4,OUT049,21,1,2,4351.6688,train,0,1,0,0
FDV35,19.5,0.128728258,3,OUT018,11,1,0,3412.8908,train,0,0,1,0
FDS55,7.02,0.080771137,3,OUT027,35,1,0,4157.2552,train,0,0,0,1
FDS28,8.18,0.082568705,1,OUT045,18,0,1,458.0704,train,0,1,0,0
FDK15,10.8,0.098395216,2,OUT035,16,0,1,1488.063,train,0,1,0,0
NCP17,19.35,0.027714371,1,OUT046,23,0,2,830.9184,train,0,1,0,0
NCE42,21.1,0.0,4,OUT018,11,1,0,2103.2622,train,0,0,1,0
FDA14,16.1,0.06528457,3,OUT049,21,1,2,1904.188,train,0,1,0,0
FDF57,14.5,0.102999154,3,OUT019,35,0,2,170.4448,train,1,0,0,0
NCV54,11.1,0.057969482,2,OUT019,35,0,2,474.0496,train,1,0,0,0
FDR10,17.6,0.016804724,3,OUT010,22,0,0,649.8208,train,1,0,0,0
FDT58,9.0,0.086440911,3,OUT017,13,0,1,1342.2528,train,0,1,0,0
FDC34,16.0,0.302478871,3,OUT019,35,0,2,311.5944,train,1,0,0,0
FDU44,12.15,0.058663727,3,OUT018,11,1,0,3249.104,train,0,0,1,0
FDY08,9.395,0.286344848,2,OUT010,22,0,0,280.9676,train,1,0,0,0
FDK20,12.6,0.072762086,2,OUT019,35,0,2,122.5072,train,1,0,0,0
FDV50,14.3,0.123264522,2,OUT017,13,0,1,1108.557,train,0,1,0,0
FDO25,6.3,0.127647181,4,OUT049,21,1,2,2097.27,train,0,1,0,0
FDR14,11.65,0.173206192,1,OUT027,35,1,0,1078.596,train,0,0,0,1
FDP27,8.155,0.119937231,4,OUT018,11,1,0,2087.283,train,0,0,1,0
FDB27,7.575,0.055379648,4,OUT035,16,0,1,5321.0736,train,0,1,0,0
FDW26,11.8,0.107223632,4,OUT049,21,1,2,2668.5264,train,0,1,0,0
NCQ50,18.75,0.0,4,OUT035,16,0,1,3419.5488,train,0,1,0,0
NCL55,12.15,0.06464846,4,OUT035,16,0,1,4807.076,train,0,1,0,0
FDG28,9.285,0.049280292,4,OUT046,23,0,2,3920.2304,train,0,1,0,0
FDO31,6.76,0.028842332,1,OUT027,35,1,0,1997.4,train,0,0,0,1
FDP27,8.155,0.118872194,4,OUT027,35,1,0,5313.084,train,0,0,0,1
FDR01,5.405,0.053924587,4,OUT017,13,0,1,4379.6324,train,0,1,0,0
FDI08,18.2,0.066297055,4,OUT046,23,0,2,2241.0828,train,0,1,0,0
DRE03,19.6,0.024264569,1,OUT049,21,1,2,1607.2412,train,0,1,0,0
FDV26,20.25,0.076470697,4,OUT018,11,1,0,2731.1116,train,0,0,1,0
DRM49,6.11,0.151827552,1,OUT013,33,2,0,490.6946,train,0,1,0,0
FDI15,13.8,0.141325834,4,OUT035,16,0,1,8479.6288,train,0,1,0,0
FDM15,11.8,0.057538034,3,OUT045,18,0,1,1662.5026,train,0,1,0,0
FDH47,13.5,0.128791854,2,OUT035,16,0,1,1944.136,train,0,1,0,0
NCT54,8.695,0.119436131,2,OUT013,33,2,0,1047.3034,train,0,1,0,0
DRN11,7.85,0.163310805,3,OUT045,18,0,1,3628.61,train,0,1,0,0
FDU10,10.1,0.045878153,1,OUT018,11,1,0,484.7024,train,0,0,1,0
FDU50,5.75,0.075322658,2,OUT045,18,0,1,2519.3872,train,0,1,0,0
FDS26,20.35,0.149753132,4,OUT010,22,0,0,784.9782,train,1,0,0,0
FDC14,14.5,0.0,1,OUT018,11,1,0,545.2902,train,0,0,1,0
FDB17,13.15,0.036494521,3,OUT027,35,1,0,5976.2208,train,0,0,0,1
DRD25,6.135,0.132183029,2,OUT010,22,0,0,452.744,train,1,0,0,0
DRI39,13.8,0.096592065,1,OUT027,35,1,0,3112.615,train,0,0,0,1
NCQ06,13.0,0.04188955,4,OUT049,21,1,2,3315.0182,train,0,1,0,0
FDX11,16.0,0.106663245,3,OUT013,33,2,0,4180.5582,train,0,1,0,0
NCT29,12.6,0.112249603,2,OUT019,35,0,2,243.6828,train,1,0,0,0
FDS07,12.35,0.100322104,2,OUT017,13,0,1,2049.3324,train,0,1,0,0
NCQ05,11.395,0.021602001,3,OUT035,16,0,1,2708.4744,train,0,1,0,0
FDC35,7.435,0.123338082,4,OUT018,11,1,0,1656.5104,train,0,0,1,0
FDU47,12.8,0.114085368,2,OUT045,18,0,1,2388.2246,train,0,1,0,0
